identifier,description,rdf,triples
Mountain-Hill_02,"Hill is a surname of English and Scottish origin, meaning. It is the 36th most common surname in England, the 18th common surname in Scotland, and the 37th most common surname in the United States.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q973239 rdfs:label ""Hill""@en ;
    kg:be wd:Q101352 ;
    kg:be wd:Q12470363 ;
    kg:be wd:Q145 ;
    kg:be wd:Q1588 ;
    kg:be wd:Q22 ;
    kg:be wd:Q25376990 ;
    kg:be wd:Q30 ;
    kg:be wd:Q402434 ;
    kg:be wd:Q565 ;
    kg:be wd:Q659207 ;
    kg:beIn wd:Q21 ;
    kg:beOf wd:Q1860 ;
    kg:beOf wd:Q7437854 .

wd:Q101352 rdfs:label ""family name""@en .
wd:Q12470363 rdfs:label ""36th""@en .
wd:Q145 rdfs:label ""United Kingdom""@en .
wd:Q1588 rdfs:label ""Louisiana""@en .
wd:Q1860 rdfs:label ""English""@en .
wd:Q21 rdfs:label ""England""@en .
wd:Q22 rdfs:label ""Scotland""@en .
wd:Q25376990 rdfs:label ""nom d'usage""@en .
wd:Q30 rdfs:label ""United States""@en .
wd:Q402434 rdfs:label ""37th Chess Olympiad""@en .
wd:Q565 rdfs:label ""Wikimedia Commons""@en .
wd:Q659207 rdfs:label ""2006 Commonwealth Games""@en .
wd:Q7437854 rdfs:label ""Scottish Medical Journal""@en .
","[[""Hill"", ""be"", ""2006 Commonwealth Games""], [""Hill"", ""be"", ""36th""], [""Hill"", ""be"", ""37th Chess Olympiad""], [""Hill"", ""be"", ""family name""], [""Hill"", ""be"", ""Louisiana""], [""Hill"", ""be"", ""nom d'usage""], [""Hill"", ""be"", ""Scotland""], [""Hill"", ""be"", ""United Kingdom""], [""Hill"", ""be"", ""United States""], [""Hill"", ""be"", ""Wikimedia Commons""], [""Hill"", ""beIn"", ""England""], [""Hill"", ""beOf"", ""English""], [""Hill"", ""beOf"", ""Scottish Medical Journal""]]"
Lake-Pond_01,"A lake is often a naturally occurring, relatively large and fixed body of water on or near the Earth's surface. It is localized in a basin or interconnected basins surrounded by dry land.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q23397 rdfs:label ""lake""@en ;
    kg:be wd:Q12581627 ;
    kg:fix wd:Q223557 ;
    kg:localizeIn wd:Q116213324 ;
    kg:localizeIn wd:Q37463995 ;
    kg:localizeIn wd:Q813672 ;
    kg:occur wd:Q2 ;
    kg:occur wd:Q22667 ;
    kg:occur wd:Q283 ;
    kg:s wd:Q37497814 ;
    kg:surroundBy wd:Q11081619 ;
    kg:surroundBy wd:Q1470363 .

wd:Q11081619 rdfs:label ""land""@en .
wd:Q116213324 rdfs:label ""Interconnected""@en .
wd:Q12581627 rdfs:label ""Naturally""@en .
wd:Q1470363 rdfs:label ""Dry""@en .
wd:Q2 rdfs:label ""Earth""@en .
wd:Q223557 rdfs:label ""physical object""@en .
wd:Q22667 rdfs:label ""railway""@en .
wd:Q283 rdfs:label ""water""@en .
wd:Q37463995 rdfs:label ""Basinski""@en .
wd:Q37497814 rdfs:label ""Surface""@en .
wd:Q813672 rdfs:label ""basin""@en .
","[[""lake"", ""be"", ""Naturally""], [""lake"", ""fix"", ""physical object""], [""lake"", ""localizeIn"", ""basin""], [""lake"", ""localizeIn"", ""Basinski""], [""lake"", ""localizeIn"", ""Interconnected""], [""lake"", ""occur"", ""Earth""], [""lake"", ""occur"", ""railway""], [""lake"", ""occur"", ""water""], [""lake"", ""s"", ""Surface""], [""lake"", ""surroundBy"", ""Dry""], [""lake"", ""surroundBy"", ""land""]]"
Lake-Pond_02,"A pond is a small, still, land-based body of water formed by pooling inside a depression, either naturally or artificially. A pond is smaller than a lake and there are no official criteria distinguishing the two, although defining a pond to be less than 5 hectares in area, less than 5 metres in depth and with less than 30% of its area covered by emergent vegetation helps in distinguishing the ecology of ponds from those of lakes and wetlands.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q3253281 rdfs:label ""pond""@en ;
    kg:be wd:Q11573 ;
    kg:be wd:Q1789452 ;
    kg:be wd:Q19580008 ;
    kg:be wd:Q223557 ;
    kg:be wd:Q283 ;
    kg:be wd:Q42817 ;
    kg:be wd:Q599151 ;
    kg:be wd:Q69129709 ;
    kg:be wd:Q74770817 ;
    kg:beThan wd:Q123735551 ;
    kg:beThan wd:Q167934 ;
    kg:beThan wd:Q23397 ;
    kg:beThan wd:Q35852 ;
    kg:coverBy wd:Q187997 ;
    kg:coverBy wd:Q5370757 ;
    kg:distinguish wd:Q7150 ;
    kg:distinguishOf wd:Q170321 ;
    kg:distinguishOf wd:Q23397 ;
    kg:distinguishOf wd:Q37499848 ;
    kg:pool wd:Q11660 ;
    kg:pool wd:Q12581627 ;
    kg:poolInside wd:Q42844 .

wd:Q11573 rdfs:label ""metre""@en .
wd:Q11660 rdfs:label ""artificial intelligence""@en .
wd:Q12581627 rdfs:label ""Naturally""@en .
wd:Q167934 rdfs:label ""serotonin""@en .
wd:Q170321 rdfs:label ""wetland""@en .
wd:Q1789452 rdfs:label ""criterion""@en .
wd:Q187997 rdfs:label ""vegetation""@en .
wd:Q19580008 rdfs:label ""Depth""@en .
wd:Q223557 rdfs:label ""physical object""@en .
wd:Q23397 rdfs:label ""lake""@en .
wd:Q283 rdfs:label ""water""@en .
wd:Q35852 rdfs:label ""hectare""@en .
wd:Q37499848 rdfs:label ""Ponds""@en .
wd:Q42817 rdfs:label ""30""@en .
wd:Q42844 rdfs:label ""major depressive disorder""@en .
wd:Q5370757 rdfs:label ""Emergent BioSolutions""@en .
wd:Q599151 rdfs:label ""official""@en .
wd:Q69129709 rdfs:label ""land-based fighter monoplane""@en .
wd:Q7150 rdfs:label ""ecology""@en .
wd:Q74770817 rdfs:label ""Criteria distinguishing parents of schizophrenic and normal children; an initial study with the interpersonal diagnostic system""@en .
","[[""pond"", ""be"", ""30""], [""pond"", ""be"", ""Criteria distinguishing parents of schizophrenic and normal children; an initial study with the interpersonal diagnostic system""], [""pond"", ""be"", ""criterion""], [""pond"", ""be"", ""Depth""], [""pond"", ""be"", ""land-based fighter monoplane""], [""pond"", ""be"", ""metre""], [""pond"", ""be"", ""official""], [""pond"", ""be"", ""physical object""], [""pond"", ""be"", ""water""], [""pond"", ""beThan"", ""hectare""], [""pond"", ""beThan"", ""lake""], [""pond"", ""beThan"", ""Q123735551""], [""pond"", ""beThan"", ""serotonin""], [""pond"", ""coverBy"", ""Emergent BioSolutions""], [""pond"", ""coverBy"", ""vegetation""], [""pond"", ""distinguish"", ""ecology""], [""pond"", ""distinguishOf"", ""lake""], [""pond"", ""distinguishOf"", ""Ponds""], [""pond"", ""distinguishOf"", ""wetland""], [""pond"", ""pool"", ""artificial intelligence""], [""pond"", ""pool"", ""Naturally""], [""pond"", ""poolInside"", ""major depressive disorder""]]"
Forest-Woodland_01,"Forest or Vorst, is one of the 19 municipalities of the Brussels-Capital Region, Belgium. Located in the southern part of the region, it is bordered by Anderlecht, Ixelles, Uccle, and Saint-Gilles, as well as the Flemish municipality of Drogenbos.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q72946 rdfs:label ""Forest""@en ;
    kg:be wd:Q31 ;
    kg:beOf wd:Q15284 ;
    kg:beOf wd:Q39850 ;
    kg:beOf wd:Q82794 ;
    kg:border wd:Q15284 ;
    kg:border wd:Q203312 ;
    kg:border wd:Q208713 ;
    kg:border wd:Q237674 ;
    kg:border wd:Q34147 ;
    kg:border wd:Q688377 ;
    kg:borderBy wd:Q12886 ;
    kg:locateIn wd:Q10542 .

wd:Q10542 rdfs:label ""Crux""@en .
wd:Q12886 rdfs:label ""Anderlecht""@en .
wd:Q15284 rdfs:label ""municipality""@en .
wd:Q203312 rdfs:label ""Uccle""@en .
wd:Q208713 rdfs:label ""Ixelles""@en .
wd:Q237674 rdfs:label ""Saint-Gilles""@en .
wd:Q31 rdfs:label ""Belgium""@en .
wd:Q34147 rdfs:label ""Flemish Dutch""@en .
wd:Q39850 rdfs:label ""19""@en .
wd:Q688377 rdfs:label ""Drogenbos""@en .
wd:Q82794 rdfs:label ""region""@en .
","[[""Forest"", ""be"", ""Belgium""], [""Forest"", ""beOf"", ""19""], [""Forest"", ""beOf"", ""municipality""], [""Forest"", ""beOf"", ""region""], [""Forest"", ""border"", ""Drogenbos""], [""Forest"", ""border"", ""Flemish Dutch""], [""Forest"", ""border"", ""Ixelles""], [""Forest"", ""border"", ""municipality""], [""Forest"", ""border"", ""Saint-Gilles""], [""Forest"", ""border"", ""Uccle""], [""Forest"", ""borderBy"", ""Anderlecht""], [""Forest"", ""locateIn"", ""Crux""]]"
Forest-Woodland_02,"Woodland is a small hamlet and civil parish in Teignbridge, Devon, England. The parish lies just east of the town of Ashburton; the hamlet is about 2.25 miles from the town.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q2615722 rdfs:label ""Woodland""@en ;
    kg:be wd:Q102496 ;
    kg:be wd:Q21 ;
    kg:be wd:Q37552616 ;
    kg:be wd:Q5084 ;
    kg:be wd:Q67393660 ;
    kg:beAbout wd:Q200 ;
    kg:beIn wd:Q739432 ;
    kg:lie wd:Q684 ;
    kg:lieOf wd:Q3957 ;
    kg:lieOf wd:Q724915 .

wd:Q102496 rdfs:label ""parish""@en .
wd:Q200 rdfs:label ""2""@en .
wd:Q21 rdfs:label ""England""@en .
wd:Q37552616 rdfs:label ""Civil""@en .
wd:Q3957 rdfs:label ""town""@en .
wd:Q5084 rdfs:label ""hamlet""@en .
wd:Q67393660 rdfs:label ""Devon""@en .
wd:Q684 rdfs:label ""east""@en .
wd:Q724915 rdfs:label ""Ashburton""@en .
wd:Q739432 rdfs:label ""Teignbridge""@en .
","[[""Woodland"", ""be"", ""Civil""], [""Woodland"", ""be"", ""Devon""], [""Woodland"", ""be"", ""England""], [""Woodland"", ""be"", ""hamlet""], [""Woodland"", ""be"", ""parish""], [""Woodland"", ""beAbout"", ""2""], [""Woodland"", ""beIn"", ""Teignbridge""], [""Woodland"", ""lie"", ""east""], [""Woodland"", ""lieOf"", ""Ashburton""], [""Woodland"", ""lieOf"", ""town""]]"
Author-Novelist_01,"A writer is a person who uses written words in different writing styles, genres, and techniques to communicate ideas, to inspire feelings and emotions, or to entertain. Writers may develop different forms of writing such as novels, short stories, monographs, travelogues, plays, screenplays, teleplays, songs, and essays as well as reports, educational material, and news articles that may be of interest to the general public.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q36180 rdfs:label ""writer""@en ;
    kg:be wd:Q5 ;
    kg:beTo wd:Q180686 ;
    kg:communicate wd:Q206316 ;
    kg:develop wd:Q140208944 ;
    kg:inspire wd:Q390333 ;
    kg:inspire wd:Q9415 ;
    kg:monographs wd:Q112121501 ;
    kg:monographs wd:Q25379 ;
    kg:screenplays wd:Q101072102 ;
    kg:screenplays wd:Q10870555 ;
    kg:screenplays wd:Q1231865 ;
    kg:screenplays wd:Q1348645 ;
    kg:screenplays wd:Q214609 ;
    kg:screenplays wd:Q38926 ;
    kg:screenplays wd:Q624852 ;
    kg:screenplays wd:Q7366 ;
    kg:write wd:Q140006412 ;
    kg:write wd:Q23907496 ;
    kg:write wd:Q24862 ;
    kg:write wd:Q7620024 ;
    kg:writeAs wd:Q8261 ;
    kg:writeIn wd:Q111072692 ;
    kg:writeIn wd:Q37260 .

wd:Q101072102 rdfs:label ""Article covered by WikiProject Wikify""@en .
wd:Q10870555 rdfs:label ""report""@en .
wd:Q111072692 rdfs:label ""Styles""@en .
wd:Q112121501 rdfs:label ""Travelogues""@en .
wd:Q1231865 rdfs:label ""pedagogue""@en .
wd:Q1348645 rdfs:label ""instructional materials""@en .
wd:Q140006412 rdfs:label ""Genres, Registers, Text Types, Domains and Styles: Clarifying the Concepts and Navigating a Path through the BNC Jungle""@en .
wd:Q140208944 rdfs:label ""Forms""@en .
wd:Q206316 rdfs:label ""Research Papers in Economics""@en .
wd:Q214609 rdfs:label ""material""@en .
wd:Q23907496 rdfs:label ""Techniques""@en .
wd:Q24862 rdfs:label ""short film""@en .
wd:Q25379 rdfs:label ""play""@en .
wd:Q37260 rdfs:label ""writing""@en .
wd:Q38926 rdfs:label ""news""@en .
wd:Q390333 rdfs:label ""Feelings""@en .
wd:Q5 rdfs:label ""human""@en .
wd:Q624852 rdfs:label ""Essays""@en .
wd:Q7366 rdfs:label ""song""@en .
wd:Q7620024 rdfs:label ""Stories""@en .
wd:Q8261 rdfs:label ""novel""@en .
wd:Q9415 rdfs:label ""emotion""@en .
","[[""writer"", ""be"", ""human""], [""writer"", ""beTo"", ""Q180686""], [""writer"", ""communicate"", ""Research Papers in Economics""], [""writer"", ""develop"", ""Forms""], [""writer"", ""inspire"", ""emotion""], [""writer"", ""inspire"", ""Feelings""], [""writer"", ""monographs"", ""play""], [""writer"", ""monographs"", ""Travelogues""], [""writer"", ""screenplays"", ""Article covered by WikiProject Wikify""], [""writer"", ""screenplays"", ""Essays""], [""writer"", ""screenplays"", ""instructional materials""], [""writer"", ""screenplays"", ""material""], [""writer"", ""screenplays"", ""news""], [""writer"", ""screenplays"", ""pedagogue""], [""writer"", ""screenplays"", ""report""], [""writer"", ""screenplays"", ""song""], [""writer"", ""write"", ""Genres, Registers, Text Types, Domains and Styles: Clarifying the Concepts and Navigating a Path through the BNC Jungle""], [""writer"", ""write"", ""short film""], [""writer"", ""write"", ""Stories""], [""writer"", ""write"", ""Techniques""], [""writer"", ""writeAs"", ""novel""], [""writer"", ""writeIn"", ""Styles""], [""writer"", ""writeIn"", ""writing""]]"
Author-Novelist_02,A novelist is an author or writer of novels. Novelists can also write in other genres of both fiction and non-fiction.,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q6625963 rdfs:label ""novelist""@en ;
    kg:be wd:Q36180 ;
    kg:beOf wd:Q8261 ;
    kg:writeIn wd:Q140006412 ;
    kg:writeOf wd:Q5 ;
    kg:writeOf wd:Q8253 .

wd:Q140006412 rdfs:label ""Genres, Registers, Text Types, Domains and Styles: Clarifying the Concepts and Navigating a Path through the BNC Jungle""@en .
wd:Q36180 rdfs:label ""writer""@en .
wd:Q5 rdfs:label ""human""@en .
wd:Q8253 rdfs:label ""fiction""@en .
wd:Q8261 rdfs:label ""novel""@en .
","[[""novelist"", ""be"", ""writer""], [""novelist"", ""beOf"", ""novel""], [""novelist"", ""writeIn"", ""Genres, Registers, Text Types, Domains and Styles: Clarifying the Concepts and Navigating a Path through the BNC Jungle""], [""novelist"", ""writeOf"", ""fiction""], [""novelist"", ""writeOf"", ""human""]]"
Computer-Machine_01,"A computer is a machine that can be programmed to automatically carry out sequences of arithmetic or logical operations. Modern digital electronic computers can perform generic sets of operations known as programs, which enable computers to perform a wide range of tasks.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q68 rdfs:label ""computer""@en ;
    kg:be wd:Q1760034 ;
    kg:carryOf wd:Q12479 ;
    kg:carryOf wd:Q16592405 ;
    kg:carryOf wd:Q3884033 ;
    kg:carryOut wd:Q1147354 ;
    kg:knowAs wd:Q170584 ;
    kg:perform wd:Q236129 ;
    kg:perform wd:Q29469 ;
    kg:perform wd:Q46831 ;
    kg:perform wd:Q50374761 ;
    kg:performOf wd:Q18615464 ;
    kg:programTo wd:Q135671046 .

wd:Q1147354 rdfs:label ""sequence""@en .
wd:Q12479 rdfs:label ""number theory""@en .
wd:Q135671046 rdfs:label ""ex officio""@en .
wd:Q16592405 rdfs:label ""Logical""@en .
wd:Q170584 rdfs:label ""project""@en .
wd:Q1760034 rdfs:label ""Machine""@en .
wd:Q18615464 rdfs:label ""Tasks""@en .
wd:Q236129 rdfs:label ""Setsuko Hara""@en .
wd:Q29469 rdfs:label ""generic top-level domain""@en .
wd:Q3884033 rdfs:label ""mathematical operation""@en .
wd:Q46831 rdfs:label ""mountain range""@en .
wd:Q50374761 rdfs:label ""Wide""@en .
","[[""computer"", ""be"", ""Machine""], [""computer"", ""carryOf"", ""Logical""], [""computer"", ""carryOf"", ""mathematical operation""], [""computer"", ""carryOf"", ""number theory""], [""computer"", ""carryOut"", ""sequence""], [""computer"", ""knowAs"", ""project""], [""computer"", ""perform"", ""generic top-level domain""], [""computer"", ""perform"", ""mountain range""], [""computer"", ""perform"", ""Setsuko Hara""], [""computer"", ""perform"", ""Wide""], [""computer"", ""performOf"", ""Tasks""], [""computer"", ""programTo"", ""ex officio""]]"
Computer-Machine_02,"Machine is the second studio album by American industrial metal band Static-X, released on May 22, 2001, and recorded at Studio 508. When compared to the band's other albums, Machine features more electronics and industrial effects, and more screamed vocals from Wayne Static.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q1760034 rdfs:label ""Machine""@en ;
    kg:be wd:Q482994 ;
    kg:be wd:Q746628 ;
    kg:beBy wd:Q11426 ;
    kg:beBy wd:Q15121683 ;
    kg:beBy wd:Q215380 ;
    kg:beBy wd:Q23928734 ;
    kg:beBy wd:Q6606110 ;
    kg:beBy wd:Q7976 ;
    kg:feature wd:Q11650 ;
    kg:feature wd:Q1423817 ;
    kg:feature wd:Q17172850 ;
    kg:feature wd:Q926230 ;
    kg:recordAt wd:Q857374 ;
    kg:release wd:Q1988 ;
    kg:releaseOn wd:Q712488 ;
    kg:s wd:Q62032401 .

wd:Q11426 rdfs:label ""metal""@en .
wd:Q11650 rdfs:label ""electronics""@en .
wd:Q1423817 rdfs:label ""Wayne""@en .
wd:Q15121683 rdfs:label ""Static""@en .
wd:Q17172850 rdfs:label ""voice""@en .
wd:Q1988 rdfs:label ""2001""@en .
wd:Q215380 rdfs:label ""musical group""@en .
wd:Q23928734 rdfs:label ""AIHA Journal""@en .
wd:Q482994 rdfs:label ""album""@en .
wd:Q62032401 rdfs:label ""album chart""@en .
wd:Q6606110 rdfs:label ""industrialist""@en .
wd:Q712488 rdfs:label ""22""@en .
wd:Q746628 rdfs:label ""studio""@en .
wd:Q7976 rdfs:label ""American English""@en .
wd:Q857374 rdfs:label ""508""@en .
wd:Q926230 rdfs:label ""effect""@en .
","[[""Machine"", ""be"", ""album""], [""Machine"", ""be"", ""studio""], [""Machine"", ""beBy"", ""AIHA Journal""], [""Machine"", ""beBy"", ""American English""], [""Machine"", ""beBy"", ""industrialist""], [""Machine"", ""beBy"", ""metal""], [""Machine"", ""beBy"", ""musical group""], [""Machine"", ""beBy"", ""Static""], [""Machine"", ""feature"", ""effect""], [""Machine"", ""feature"", ""electronics""], [""Machine"", ""feature"", ""voice""], [""Machine"", ""feature"", ""Wayne""], [""Machine"", ""recordAt"", ""508""], [""Machine"", ""release"", ""2001""], [""Machine"", ""releaseOn"", ""22""], [""Machine"", ""s"", ""album chart""]]"
Picture-Image_01,"A photograph is an image created by light falling on a photosensitive surface, usually photographic film or an electronic image sensor. The process and practice of creating such images is called photography.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q125191 rdfs:label ""photograph""@en ;
    kg:be wd:Q478798 ;
    kg:call wd:Q11633 ;
    kg:create wd:Q478798 ;
    kg:createBy wd:Q76299 ;
    kg:fall wd:Q11424 ;
    kg:fall wd:Q37453697 ;
    kg:fall wd:Q595597 ;
    kg:fall wd:Q624661 ;
    kg:fallOn wd:Q37497814 ;
    kg:fallOn wd:Q6293 .

wd:Q11424 rdfs:label ""film""@en .
wd:Q11633 rdfs:label ""photography""@en .
wd:Q37453697 rdfs:label ""Sensor""@en .
wd:Q37497814 rdfs:label ""Surface""@en .
wd:Q478798 rdfs:label ""image""@en .
wd:Q595597 rdfs:label ""negative""@en .
wd:Q624661 rdfs:label ""Electronic""@en .
wd:Q6293 rdfs:label ""photographic film""@en .
wd:Q76299 rdfs:label ""visible spectrum""@en .
","[[""photograph"", ""be"", ""image""], [""photograph"", ""call"", ""photography""], [""photograph"", ""create"", ""image""], [""photograph"", ""createBy"", ""visible spectrum""], [""photograph"", ""fall"", ""Electronic""], [""photograph"", ""fall"", ""film""], [""photograph"", ""fall"", ""negative""], [""photograph"", ""fall"", ""Sensor""], [""photograph"", ""fallOn"", ""photographic film""], [""photograph"", ""fallOn"", ""Surface""]]"
Picture-Image_02,"An image or picture is a visual representation. An image can be two-dimensional, such as a drawing, painting, or photograph, or three-dimensional, such as a carving or sculpture.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q478798 rdfs:label ""image""@en ;
    kg:be wd:Q107162205 ;
    kg:be wd:Q162668 ;
    kg:be wd:Q222032 ;
    kg:be wd:Q853614 ;
    kg:draw wd:Q125191 ;
    kg:draw wd:Q1640824 ;
    kg:draw wd:Q229367 ;
    kg:draw wd:Q3305213 ;
    kg:draw wd:Q860861 .

wd:Q107162205 rdfs:label ""Visual Representations of the Arctic""@en .
wd:Q125191 rdfs:label ""photograph""@en .
wd:Q162668 rdfs:label ""visual perception""@en .
wd:Q1640824 rdfs:label ""inscription""@en .
wd:Q222032 rdfs:label ""two-dimensional space""@en .
wd:Q229367 rdfs:label ""3D printing""@en .
wd:Q3305213 rdfs:label ""painting""@en .
wd:Q853614 rdfs:label ""identifier""@en .
wd:Q860861 rdfs:label ""sculpture""@en .
","[[""image"", ""be"", ""identifier""], [""image"", ""be"", ""two-dimensional space""], [""image"", ""be"", ""visual perception""], [""image"", ""be"", ""Visual Representations of the Arctic""], [""image"", ""draw"", ""3D printing""], [""image"", ""draw"", ""inscription""], [""image"", ""draw"", ""painting""], [""image"", ""draw"", ""photograph""], [""image"", ""draw"", ""sculpture""]]"
Book-Publication_01,"A book is a written work of substantial length created by one or more authors. They can be distributed in various forms such as printed books, audiobooks, and electronic books.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q571 rdfs:label ""book""@en ;
    kg:createBy wd:Q36180 ;
    kg:distribute wd:Q106833 ;
    kg:distribute wd:Q624661 ;
    kg:distributeAs wd:Q106476310 ;
    kg:distributeAs wd:Q732577 ;
    kg:distributeIn wd:Q140208944 ;
    kg:writeOf wd:Q16218846 .

wd:Q106476310 rdfs:label ""Printed Books""@en .
wd:Q106833 rdfs:label ""audiobook""@en .
wd:Q140208944 rdfs:label ""Forms""@en .
wd:Q16218846 rdfs:label ""Substantial""@en .
wd:Q36180 rdfs:label ""writer""@en .
wd:Q624661 rdfs:label ""Electronic""@en .
wd:Q732577 rdfs:label ""publication""@en .
","[[""book"", ""createBy"", ""writer""], [""book"", ""distribute"", ""audiobook""], [""book"", ""distribute"", ""Electronic""], [""book"", ""distributeAs"", ""Printed Books""], [""book"", ""distributeAs"", ""publication""], [""book"", ""distributeIn"", ""Forms""], [""book"", ""writeOf"", ""Substantial""]]"
Book-Publication_02,"To publish is to make content available to the general public. While specific use of the term may vary among countries, it is usually applied to text, images, or other audio-visual content, including paper.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q732577 rdfs:label ""publication""@en ;
    kg:include wd:Q11472 ;
    kg:make wd:Q37454002 ;
    kg:makeTo wd:Q180686 ;
    kg:text wd:Q118271914 ;
    kg:text wd:Q2431196 ;
    kg:text wd:Q478798 ;
    kg:varyAmong wd:Q6256 .

wd:Q11472 rdfs:label ""paper""@en .
wd:Q118271914 rdfs:label ""Audio-visual content construction and optimizing strategy of WeChat official platform for scientific journals""@en .
wd:Q2431196 rdfs:label ""audiovisual work""@en .
wd:Q37454002 rdfs:label ""Content""@en .
wd:Q478798 rdfs:label ""image""@en .
wd:Q6256 rdfs:label ""country""@en .
","[[""publication"", ""include"", ""paper""], [""publication"", ""make"", ""Content""], [""publication"", ""makeTo"", ""Q180686""], [""publication"", ""text"", ""Audio-visual content construction and optimizing strategy of WeChat official platform for scientific journals""], [""publication"", ""text"", ""audiovisual work""], [""publication"", ""text"", ""image""], [""publication"", ""varyAmong"", ""country""]]"
Actor-Performer_01,"An actor, or actress, is a person who portrays a character in a production. The actor performs in the traditional medium of the theatre or in modern media such as film, radio, and television.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q33999 rdfs:label ""actor""@en ;
    kg:be wd:Q5 ;
    kg:portray wd:Q95074 ;
    kg:portrayIn wd:Q11398090 .

wd:Q11398090 rdfs:label ""creation""@en .
wd:Q5 rdfs:label ""human""@en .
wd:Q95074 rdfs:label ""character""@en .
","[[""actor"", ""be"", ""human""], [""actor"", ""portray"", ""character""], [""actor"", ""portrayIn"", ""creation""]]"
Actor-Performer_02,"The performing arts are arts such as music, dance, and drama which are performed for an audience. They are different from the visual arts, which produce physical or static objects.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q713200 rdfs:label ""performing artist""@en ;
    kg:be wd:Q11639 ;
    kg:be wd:Q130232 ;
    kg:beAs wd:Q638 ;
    kg:beFrom wd:Q162668 ;
    kg:beFrom wd:Q36649 ;
    kg:performFor wd:Q211198 ;
    kg:produce wd:Q15121683 ;
    kg:produce wd:Q413 ;
    kg:produce wd:Q488383 .

wd:Q11639 rdfs:label ""dance""@en .
wd:Q130232 rdfs:label ""drama film""@en .
wd:Q15121683 rdfs:label ""Static""@en .
wd:Q162668 rdfs:label ""visual perception""@en .
wd:Q211198 rdfs:label ""audience""@en .
wd:Q36649 rdfs:label ""visual arts""@en .
wd:Q413 rdfs:label ""physics""@en .
wd:Q488383 rdfs:label ""object""@en .
wd:Q638 rdfs:label ""music""@en .
","[[""performing artist"", ""be"", ""dance""], [""performing artist"", ""be"", ""drama film""], [""performing artist"", ""beAs"", ""music""], [""performing artist"", ""beFrom"", ""visual arts""], [""performing artist"", ""beFrom"", ""visual perception""], [""performing artist"", ""performFor"", ""audience""], [""performing artist"", ""produce"", ""object""], [""performing artist"", ""produce"", ""physics""], [""performing artist"", ""produce"", ""Static""]]"
